env,room,query_id,model,log_stft_mse
acousticrooms_unseen,Auditorium_idx_1,S10_R28,cylvit,1.10838
acousticrooms_unseen,Auditorium_idx_1,S10_R29,cylvit,1.05583
acousticrooms_unseen,Auditorium_idx_1,S10_R30,cylvit,1.05923
acousticrooms_unseen,Auditorium_idx_1,S10_R31,cylvit,1.14458
acousticrooms_unseen,Auditorium_idx_1,S10_R32,cylvit,1.39658
acousticrooms_unseen,Auditorium_idx_1,S10_R33,cylvit,1.35658
acousticrooms_unseen,Auditorium_idx_1,S10_R34,cylvit,1.25584
acousticrooms_unseen,Auditorium_idx_1,S10_R35,cylvit,1.08047
acousticrooms_unseen,Auditorium_idx_1,S10_R36,cylvit,0.975902
acousticrooms_unseen,Auditorium_idx_1,S10_R37,cylvit,1.076
acousticrooms_unseen,Auditorium_idx_1,S10_R38,cylvit,1.1699
acousticrooms_unseen,Auditorium_idx_1,S10_R39,cylvit,1.2658
acousticrooms_unseen,Auditorium_idx_1,S10_R40,cylvit,1.11081
acousticrooms_unseen,Auditorium_idx_1,S10_R41,cylvit,0.966752
acousticrooms_unseen,Auditorium_idx_1,S10_R42,cylvit,1.05459
acousticrooms_unseen,Auditorium_idx_1,S10_R43,cylvit,1.32026
acousticrooms_unseen,Auditorium_idx_1,S10_R44,cylvit,1.23378
acousticrooms_unseen,Auditorium_idx_1,S10_R45,cylvit,1.04127
acousticrooms_unseen,Auditorium_idx_1,S10_R46,cylvit,1.25613
acousticrooms_unseen,Auditorium_idx_1,S10_R47,cylvit,1.71533
acousticrooms_unseen,Auditorium_idx_1,S10_R48,cylvit,1.05547
acousticrooms_unseen,Auditorium_idx_1,S10_R49,cylvit,1.43015
acousticrooms_unseen,Auditorium_idx_1,S10_R50,cylvit,1.2744
acousticrooms_unseen,Auditorium_idx_1,S10_R51,cylvit,1.19749
acousticrooms_unseen,Auditorium_idx_1,S10_R52,cylvit,1.15462
acousticrooms_unseen,Auditorium_idx_1,S10_R53,cylvit,1.38769
acousticrooms_unseen,Auditorium_idx_1,S10_R54,cylvit,0.996364
acousticrooms_unseen,Auditorium_idx_1,S10_R55,cylvit,1.5984
acousticrooms_unseen,Auditorium_idx_1,S10_R56,cylvit,1.35311
acousticrooms_unseen,Auditorium_idx_1,S10_R57,cylvit,1.60968
acousticrooms_unseen,Auditorium_idx_1,S10_R58,cylvit,1.28705
acousticrooms_unseen,Auditorium_idx_1,S10_R59,cylvit,1.39878
acousticrooms_unseen,Auditorium_idx_1,S10_R60,cylvit,1.40401
acousticrooms_unseen,Auditorium_idx_1,S10_R61,cylvit,3.54362
acousticrooms_unseen,Auditorium_idx_1,S10_R62,cylvit,1.68134
acousticrooms_unseen,Auditorium_idx_1,S10_R63,cylvit,1.66497
acousticrooms_unseen,Auditorium_idx_1,S10_R64,cylvit,1.71563
acousticrooms_unseen,Auditorium_idx_1,S10_R65,cylvit,1.65305
acousticrooms_unseen,Auditorium_idx_1,S10_R66,cylvit,1.48028
acousticrooms_unseen,Auditorium_idx_1,S10_R67,cylvit,1.61805
acousticrooms_unseen,Auditorium_idx_1,S10_R68,cylvit,1.6028
acousticrooms_unseen,Auditorium_idx_1,S10_R69,cylvit,1.39538
acousticrooms_unseen,Auditorium_idx_1,S10_R70,cylvit,1.94975
acousticrooms_unseen,Auditorium_idx_1,S10_R71,cylvit,2.10378
acousticrooms_unseen,Auditorium_idx_1,S10_R72,cylvit,3.06422
acousticrooms_unseen,Auditorium_idx_1,S10_R73,cylvit,1.59111
acousticrooms_unseen,Auditorium_idx_1,S10_R74,cylvit,1.30239
acousticrooms_unseen,Auditorium_idx_1,S10_R75,cylvit,1.06124
acousticrooms_unseen,Auditorium_idx_1,S10_R76,cylvit,1.16093
acousticrooms_unseen,Auditorium_idx_1,S10_R77,cylvit,1.40144
acousticrooms_unseen,Auditorium_idx_1,S10_R78,cylvit,1.33973
acousticrooms_unseen,Auditorium_idx_1,S10_R79,cylvit,1.62331
acousticrooms_unseen,Auditorium_idx_1,S10_R80,cylvit,1.14843
acousticrooms_unseen,Auditorium_idx_1,S10_R81,cylvit,1.316
acousticrooms_unseen,Auditorium_idx_1,S10_R82,cylvit,1.67285
acousticrooms_unseen,Auditorium_idx_1,S10_R83,cylvit,1.71198
acousticrooms_unseen,Auditorium_idx_1,S10_R84,cylvit,1.67395
acousticrooms_unseen,Auditorium_idx_1,S10_R85,cylvit,1.62176
acousticrooms_unseen,Auditorium_idx_1,S10_R86,cylvit,2.326
acousticrooms_unseen,Auditorium_idx_1,S10_R87,cylvit,1.72172
acousticrooms_unseen,Auditorium_idx_1,S10_R88,cylvit,1.75501
acousticrooms_unseen,Auditorium_idx_1,S10_R89,cylvit,1.49617
acousticrooms_unseen,Auditorium_idx_1,S10_R90,cylvit,1.17613
acousticrooms_unseen,Auditorium_idx_1,S10_R91,cylvit,1.02067
acousticrooms_unseen,Auditorium_idx_1,S10_R92,cylvit,1.04756
acousticrooms_unseen,Auditorium_idx_1,S10_R93,cylvit,1.36464
acousticrooms_unseen,Auditorium_idx_1,S10_R94,cylvit,1.35768
acousticrooms_unseen,Auditorium_idx_1,S10_R95,cylvit,1.05527
acousticrooms_unseen,Auditorium_idx_1,S10_R96,cylvit,1.02831
acousticrooms_unseen,Auditorium_idx_1,S10_R97,cylvit,1.14999
acousticrooms_unseen,Auditorium_idx_1,S10_R98,cylvit,1.44396
acousticrooms_unseen,Auditorium_idx_1,S10_R99,cylvit,1.33016
acousticrooms_unseen,Auditorium_idx_1,S10_R100,cylvit,1.17649
acousticrooms_unseen,Bathrooms_idx_14,S1_R1,cylvit,1.0401
acousticrooms_unseen,Bathrooms_idx_14,S1_R2,cylvit,1.01767
acousticrooms_unseen,Bathrooms_idx_14,S1_R3,cylvit,1.06764
acousticrooms_unseen,Bathrooms_idx_14,S1_R4,cylvit,1.05376
acousticrooms_unseen,Bathrooms_idx_14,S1_R5,cylvit,1.07634
acousticrooms_unseen,Bathrooms_idx_14,S1_R6,cylvit,1.08855
acousticrooms_unseen,Bathrooms_idx_14,S1_R7,cylvit,1.05695
acousticrooms_unseen,Bathrooms_idx_14,S1_R8,cylvit,1.07312
acousticrooms_unseen,Bathrooms_idx_14,S1_R9,cylvit,1.10172
acousticrooms_unseen,Bathrooms_idx_14,S1_R10,cylvit,1.08854
acousticrooms_unseen,Bathrooms_idx_14,S1_R11,cylvit,1.07409
acousticrooms_unseen,Bathrooms_idx_14,S1_R12,cylvit,1.02763
acousticrooms_unseen,Bathrooms_idx_14,S1_R13,cylvit,1.0908
acousticrooms_unseen,Bathrooms_idx_14,S1_R14,cylvit,1.09746
acousticrooms_unseen,Bathrooms_idx_14,S1_R15,cylvit,1.04393
acousticrooms_unseen,Bathrooms_idx_14,S1_R16,cylvit,1.0821
acousticrooms_unseen,Bathrooms_idx_14,S1_R17,cylvit,1.10071
acousticrooms_unseen,Bathrooms_idx_14,S1_R18,cylvit,1.11171
acousticrooms_unseen,Bathrooms_idx_14,S1_R19,cylvit,1.05502
acousticrooms_unseen,Bathrooms_idx_14,S1_R20,cylvit,1.07228
acousticrooms_unseen,Bathrooms_idx_14,S1_R21,cylvit,1.05373
acousticrooms_unseen,Bathrooms_idx_14,S1_R22,cylvit,1.05252
acousticrooms_unseen,Bathrooms_idx_14,S1_R23,cylvit,1.14498
acousticrooms_unseen,Bathrooms_idx_14,S1_R24,cylvit,1.11178
acousticrooms_unseen,Bathrooms_idx_14,S1_R25,cylvit,1.11329
acousticrooms_unseen,Bathrooms_idx_14,S2_R1,cylvit,1.01547
acousticrooms_unseen,Bathrooms_idx_14,S2_R2,cylvit,1.03787
acousticrooms_unseen,Bathrooms_idx_14,S2_R3,cylvit,1.04053
acousticrooms_unseen,Bathrooms_idx_14,S2_R4,cylvit,1.03723
acousticrooms_unseen,Bathrooms_idx_14,S2_R5,cylvit,1.06215
acousticrooms_unseen,Bathrooms_idx_14,S2_R6,cylvit,1.02702
acousticrooms_unseen,Bathrooms_idx_14,S2_R7,cylvit,1.10953
acousticrooms_unseen,Bathrooms_idx_14,S2_R8,cylvit,1.08765
acousticrooms_unseen,Bathrooms_idx_14,S2_R9,cylvit,1.14185
acousticrooms_unseen,Bathrooms_idx_14,S2_R10,cylvit,1.06319
acousticrooms_unseen,Bathrooms_idx_14,S2_R11,cylvit,1.09057
acousticrooms_unseen,Bathrooms_idx_14,S2_R12,cylvit,1.03651
acousticrooms_unseen,Bathrooms_idx_14,S2_R13,cylvit,1.03834
acousticrooms_unseen,Bathrooms_idx_14,S2_R14,cylvit,1.06492
acousticrooms_unseen,Bathrooms_idx_14,S2_R15,cylvit,1.05998
acousticrooms_unseen,Bathrooms_idx_14,S2_R16,cylvit,1.0696
acousticrooms_unseen,Bathrooms_idx_14,S2_R17,cylvit,1.08741
acousticrooms_unseen,Bathrooms_idx_14,S2_R18,cylvit,1.08837
acousticrooms_unseen,Bathrooms_idx_14,S2_R19,cylvit,1.10098
acousticrooms_unseen,Bathrooms_idx_14,S2_R20,cylvit,1.05588
acousticrooms_unseen,Bathrooms_idx_14,S2_R21,cylvit,1.04669
acousticrooms_unseen,Bathrooms_idx_14,S2_R22,cylvit,1.01118
acousticrooms_unseen,Bathrooms_idx_14,S2_R23,cylvit,1.10846
acousticrooms_unseen,Bathrooms_idx_14,S2_R24,cylvit,1.1388
acousticrooms_unseen,Bathrooms_idx_14,S2_R25,cylvit,1.10349
acousticrooms_unseen,Bathrooms_idx_14,S3_R1,cylvit,0.962727
acousticrooms_unseen,Bathrooms_idx_14,S3_R2,cylvit,1.06757
acousticrooms_unseen,Bathrooms_idx_14,S3_R3,cylvit,1.06268
acousticrooms_unseen,Bathrooms_idx_14,S3_R4,cylvit,1.06927
acousticrooms_unseen,Bathrooms_idx_14,S3_R5,cylvit,1.05166
acousticrooms_unseen,Bathrooms_idx_14,S3_R6,cylvit,1.13952
acousticrooms_unseen,Bathrooms_idx_14,S3_R7,cylvit,1.09142
acousticrooms_unseen,Bathrooms_idx_14,S3_R8,cylvit,1.07279
acousticrooms_unseen,Bathrooms_idx_14,S3_R9,cylvit,1.03383
acousticrooms_unseen,Bathrooms_idx_14,S3_R10,cylvit,1.05663
acousticrooms_unseen,Bathrooms_idx_14,S3_R11,cylvit,1.00898
acousticrooms_unseen,Bathrooms_idx_14,S3_R12,cylvit,1.05658
acousticrooms_unseen,Bathrooms_idx_14,S3_R13,cylvit,1.08594
acousticrooms_unseen,Bathrooms_idx_14,S3_R14,cylvit,1.10557
acousticrooms_unseen,Bathrooms_idx_14,S3_R15,cylvit,1.0689
acousticrooms_unseen,Bathrooms_idx_14,S3_R16,cylvit,1.03105
acousticrooms_unseen,Bathrooms_idx_14,S3_R17,cylvit,1.02343
acousticrooms_unseen,Bathrooms_idx_14,S3_R18,cylvit,1.07637
acousticrooms_unseen,Bathrooms_idx_14,S3_R19,cylvit,1.06292
acousticrooms_unseen,Bathrooms_idx_14,S3_R20,cylvit,1.07533
acousticrooms_unseen,Bathrooms_idx_14,S3_R21,cylvit,1.06746
acousticrooms_unseen,Bathrooms_idx_14,S3_R22,cylvit,1.10688
acousticrooms_unseen,Bathrooms_idx_14,S3_R23,cylvit,1.13103
acousticrooms_unseen,Bathrooms_idx_14,S3_R24,cylvit,1.05775
acousticrooms_unseen,Bathrooms_idx_14,S3_R25,cylvit,1.12918
acousticrooms_unseen,Bathrooms_idx_14,S4_R1,cylvit,1.01402
acousticrooms_unseen,Bathrooms_idx_14,S4_R2,cylvit,1.07705
acousticrooms_unseen,Bathrooms_idx_14,S4_R3,cylvit,1.07598
acousticrooms_unseen,Bathrooms_idx_14,S4_R4,cylvit,1.02842
acousticrooms_unseen,Bathrooms_idx_14,S4_R5,cylvit,1.05577
acousticrooms_unseen,Bathrooms_idx_14,S4_R6,cylvit,1.1234
acousticrooms_unseen,Bathrooms_idx_14,S4_R7,cylvit,1.10483
acousticrooms_unseen,Bathrooms_idx_14,S4_R8,cylvit,1.12912
acousticrooms_unseen,Bathrooms_idx_14,S4_R9,cylvit,1.11778
acousticrooms_unseen,Bathrooms_idx_14,S4_R10,cylvit,1.09306
acousticrooms_unseen,Bathrooms_idx_14,S4_R11,cylvit,1.06102
acousticrooms_unseen,Bathrooms_idx_14,S4_R12,cylvit,1.05441
acousticrooms_unseen,Bathrooms_idx_14,S4_R13,cylvit,1.06511
acousticrooms_unseen,Bathrooms_idx_14,S4_R14,cylvit,1.09722
acousticrooms_unseen,Bathrooms_idx_14,S4_R15,cylvit,1.05343
acousticrooms_unseen,Bathrooms_idx_14,S4_R16,cylvit,1.05157
acousticrooms_unseen,Bathrooms_idx_14,S4_R17,cylvit,1.06922
acousticrooms_unseen,Bathrooms_idx_14,S4_R18,cylvit,1.06734
acousticrooms_unseen,Bathrooms_idx_14,S4_R19,cylvit,1.05246
acousticrooms_unseen,Bathrooms_idx_14,S4_R20,cylvit,1.06672
acousticrooms_unseen,Bathrooms_idx_14,S4_R21,cylvit,1.03447
acousticrooms_unseen,Bathrooms_idx_14,S4_R22,cylvit,1.05071
acousticrooms_unseen,Bathrooms_idx_14,S4_R23,cylvit,1.11772
acousticrooms_unseen,Bathrooms_idx_14,S4_R24,cylvit,1.09768
acousticrooms_unseen,Bathrooms_idx_14,S4_R25,cylvit,1.02707
acousticrooms_unseen,Bathrooms_idx_14,S5_R1,cylvit,1.0638
acousticrooms_unseen,Bathrooms_idx_14,S5_R2,cylvit,1.0789
acousticrooms_unseen,Bathrooms_idx_14,S5_R3,cylvit,1.05611
acousticrooms_unseen,Bathrooms_idx_14,S5_R4,cylvit,1.04697
acousticrooms_unseen,Bathrooms_idx_14,S5_R5,cylvit,1.01382
acousticrooms_unseen,Bathrooms_idx_14,S5_R6,cylvit,1.14701
acousticrooms_unseen,Bathrooms_idx_14,S5_R7,cylvit,1.11806
acousticrooms_unseen,Bathrooms_idx_14,S5_R8,cylvit,1.14663
acousticrooms_unseen,Bathrooms_idx_14,S5_R9,cylvit,1.16362
acousticrooms_unseen,Bathrooms_idx_14,S5_R10,cylvit,1.13803
acousticrooms_unseen,Bathrooms_idx_14,S5_R11,cylvit,1.10598
acousticrooms_unseen,Bathrooms_idx_14,S5_R12,cylvit,1.07699
acousticrooms_unseen,Bathrooms_idx_14,S5_R13,cylvit,1.05866
acousticrooms_unseen,Bathrooms_idx_14,S5_R14,cylvit,1.00549
acousticrooms_unseen,Bathrooms_idx_14,S5_R15,cylvit,1.05604
acousticrooms_unseen,Bathrooms_idx_14,S5_R16,cylvit,1.1131
acousticrooms_unseen,Bathrooms_idx_14,S5_R17,cylvit,1.1167
acousticrooms_unseen,Bathrooms_idx_14,S5_R18,cylvit,1.08568
acousticrooms_unseen,Bathrooms_idx_14,S5_R19,cylvit,1.10685
acousticrooms_unseen,Bathrooms_idx_14,S5_R20,cylvit,1.04083
acousticrooms_unseen,Bathrooms_idx_14,S5_R21,cylvit,1.03154
acousticrooms_unseen,Bathrooms_idx_14,S5_R22,cylvit,1.06325
acousticrooms_unseen,Bathrooms_idx_14,S5_R23,cylvit,1.12764
acousticrooms_unseen,Bathrooms_idx_14,S5_R24,cylvit,1.11004
acousticrooms_unseen,Bathrooms_idx_14,S5_R25,cylvit,1.04955
acousticrooms_unseen,Bathrooms_idx_14,S6_R1,cylvit,0.991597
acousticrooms_unseen,Bathrooms_idx_14,S6_R2,cylvit,1.08791
acousticrooms_unseen,Bathrooms_idx_14,S6_R3,cylvit,1.1548
acousticrooms_unseen,Bathrooms_idx_14,S6_R4,cylvit,1.06522
acousticrooms_unseen,Bathrooms_idx_14,S6_R5,cylvit,1.10056
acousticrooms_unseen,Bathrooms_idx_14,S6_R6,cylvit,1.12987
acousticrooms_unseen,Bathrooms_idx_14,S6_R7,cylvit,1.09368
acousticrooms_unseen,Bathrooms_idx_14,S6_R8,cylvit,1.08939
acousticrooms_unseen,Bathrooms_idx_14,S6_R9,cylvit,1.06387
acousticrooms_unseen,Bathrooms_idx_14,S6_R10,cylvit,1.0837
acousticrooms_unseen,Bathrooms_idx_14,S6_R11,cylvit,1.07742
acousticrooms_unseen,Bathrooms_idx_14,S6_R12,cylvit,1.07307
acousticrooms_unseen,Bathrooms_idx_14,S6_R13,cylvit,1.12608
acousticrooms_unseen,Bathrooms_idx_14,S6_R14,cylvit,1.14478
acousticrooms_unseen,Bathrooms_idx_14,S6_R15,cylvit,1.10346
acousticrooms_unseen,Bathrooms_idx_14,S6_R16,cylvit,1.03455
acousticrooms_unseen,Bathrooms_idx_14,S6_R17,cylvit,1.01361
acousticrooms_unseen,Bathrooms_idx_14,S6_R18,cylvit,1.08567
acousticrooms_unseen,Bathrooms_idx_14,S6_R19,cylvit,1.05868
acousticrooms_unseen,Bathrooms_idx_14,S6_R20,cylvit,1.08915
acousticrooms_unseen,Bathrooms_idx_14,S6_R21,cylvit,1.0762
acousticrooms_unseen,Bathrooms_idx_14,S6_R22,cylvit,1.10916
acousticrooms_unseen,Bathrooms_idx_14,S6_R23,cylvit,1.12507
acousticrooms_unseen,Bathrooms_idx_14,S6_R24,cylvit,1.08527
acousticrooms_unseen,Bathrooms_idx_14,S6_R25,cylvit,1.13268
acousticrooms_unseen,Bathrooms_idx_14,S7_R1,cylvit,1.04534
acousticrooms_unseen,Bathrooms_idx_14,S7_R2,cylvit,1.08609
acousticrooms_unseen,Bathrooms_idx_14,S7_R3,cylvit,1.07957
acousticrooms_unseen,Bathrooms_idx_14,S7_R4,cylvit,1.03765
acousticrooms_unseen,Bathrooms_idx_14,S7_R5,cylvit,1.07554
acousticrooms_unseen,Bathrooms_idx_14,S7_R6,cylvit,1.12641
acousticrooms_unseen,Bathrooms_idx_14,S7_R7,cylvit,1.1208
acousticrooms_unseen,Bathrooms_idx_14,S7_R8,cylvit,1.10371
acousticrooms_unseen,Bathrooms_idx_14,S7_R9,cylvit,1.11324
acousticrooms_unseen,Bathrooms_idx_14,S7_R10,cylvit,1.06772
acousticrooms_unseen,Bathrooms_idx_14,S7_R11,cylvit,1.07447
acousticrooms_unseen,Bathrooms_idx_14,S7_R12,cylvit,1.08181
acousticrooms_unseen,Bathrooms_idx_14,S7_R13,cylvit,1.13052
acousticrooms_unseen,Bathrooms_idx_14,S7_R14,cylvit,1.08796
acousticrooms_unseen,Bathrooms_idx_14,S7_R15,cylvit,1.07809
acousticrooms_unseen,Bathrooms_idx_14,S7_R16,cylvit,1.0961
acousticrooms_unseen,Bathrooms_idx_14,S7_R17,cylvit,1.04471
acousticrooms_unseen,Bathrooms_idx_14,S7_R18,cylvit,1.091
acousticrooms_unseen,Bathrooms_idx_14,S7_R19,cylvit,1.07135
acousticrooms_unseen,Bathrooms_idx_14,S7_R20,cylvit,1.09926
acousticrooms_unseen,Bathrooms_idx_14,S7_R21,cylvit,1.05867
acousticrooms_unseen,Bathrooms_idx_14,S7_R22,cylvit,1.10871
acousticrooms_unseen,Bathrooms_idx_14,S7_R23,cylvit,1.122
acousticrooms_unseen,Bathrooms_idx_14,S7_R24,cylvit,1.09048
acousticrooms_unseen,Bathrooms_idx_14,S7_R25,cylvit,1.06103
acousticrooms_unseen,Bathrooms_idx_14,S8_R1,cylvit,1.10478
acousticrooms_unseen,Bathrooms_idx_14,S8_R2,cylvit,1.09804
acousticrooms_unseen,Bathrooms_idx_14,S8_R3,cylvit,1.10528
acousticrooms_unseen,Bathrooms_idx_14,S8_R4,cylvit,1.09467
acousticrooms_unseen,Bathrooms_idx_14,S8_R5,cylvit,1.04537
acousticrooms_unseen,Bathrooms_idx_14,S8_R6,cylvit,1.07293
acousticrooms_unseen,Bathrooms_idx_14,S8_R7,cylvit,1.11969
acousticrooms_unseen,Bathrooms_idx_14,S8_R8,cylvit,1.12936
acousticrooms_unseen,Bathrooms_idx_14,S8_R9,cylvit,1.19517
acousticrooms_unseen,Bathrooms_idx_14,S8_R10,cylvit,1.1236
acousticrooms_unseen,Bathrooms_idx_14,S8_R11,cylvit,1.11427
acousticrooms_unseen,Bathrooms_idx_14,S8_R12,cylvit,1.09385
acousticrooms_unseen,Bathrooms_idx_14,S8_R13,cylvit,1.05979
acousticrooms_unseen,Bathrooms_idx_14,S8_R14,cylvit,1.03523
acousticrooms_unseen,Bathrooms_idx_14,S8_R15,cylvit,1.07581
acousticrooms_unseen,Bathrooms_idx_14,S8_R16,cylvit,1.11624
acousticrooms_unseen,Bathrooms_idx_14,S8_R17,cylvit,1.1144
acousticrooms_unseen,Bathrooms_idx_14,S8_R18,cylvit,1.1125
acousticrooms_unseen,Bathrooms_idx_14,S8_R19,cylvit,1.0967
acousticrooms_unseen,Bathrooms_idx_14,S8_R20,cylvit,1.02752
acousticrooms_unseen,Bathrooms_idx_14,S8_R21,cylvit,1.08043
acousticrooms_unseen,Bathrooms_idx_14,S8_R22,cylvit,1.09111
acousticrooms_unseen,Bathrooms_idx_14,S8_R23,cylvit,1.06779
acousticrooms_unseen,Bathrooms_idx_14,S8_R24,cylvit,1.06604
acousticrooms_unseen,Bathrooms_idx_14,S8_R25,cylvit,1.05615
acousticrooms_unseen,Bathrooms_idx_14,S9_R1,cylvit,1.04244
acousticrooms_unseen,Bathrooms_idx_14,S9_R2,cylvit,1.06912
acousticrooms_unseen,Bathrooms_idx_14,S9_R3,cylvit,1.084
acousticrooms_unseen,Bathrooms_idx_14,S9_R4,cylvit,1.02107
acousticrooms_unseen,Bathrooms_idx_14,S9_R5,cylvit,1.06858
acousticrooms_unseen,Bathrooms_idx_14,S9_R6,cylvit,1.1258
acousticrooms_unseen,Bathrooms_idx_14,S9_R7,cylvit,1.19013
acousticrooms_unseen,Bathrooms_idx_14,S9_R8,cylvit,1.14213
acousticrooms_unseen,Bathrooms_idx_14,S9_R9,cylvit,1.13307
acousticrooms_unseen,Bathrooms_idx_14,S9_R10,cylvit,1.06624
acousticrooms_unseen,Bathrooms_idx_14,S9_R11,cylvit,1.08156
acousticrooms_unseen,Bathrooms_idx_14,S9_R12,cylvit,1.10671
acousticrooms_unseen,Bathrooms_idx_14,S9_R13,cylvit,1.11984
acousticrooms_unseen,Bathrooms_idx_14,S9_R14,cylvit,1.07868
acousticrooms_unseen,Bathrooms_idx_14,S9_R15,cylvit,1.02159
acousticrooms_unseen,Bathrooms_idx_14,S9_R16,cylvit,1.04925
acousticrooms_unseen,Bathrooms_idx_14,S9_R17,cylvit,1.07304
acousticrooms_unseen,Bathrooms_idx_14,S9_R18,cylvit,1.03216
acousticrooms_unseen,Bathrooms_idx_14,S9_R19,cylvit,1.00614
acousticrooms_unseen,Bathrooms_idx_14,S9_R20,cylvit,1.07123
acousticrooms_unseen,Bathrooms_idx_14,S9_R21,cylvit,1.00739
acousticrooms_unseen,Bathrooms_idx_14,S9_R22,cylvit,1.09642
acousticrooms_unseen,Bathrooms_idx_14,S9_R23,cylvit,1.08196
acousticrooms_unseen,Bathrooms_idx_14,S9_R24,cylvit,1.04893
acousticrooms_unseen,Bathrooms_idx_14,S9_R25,cylvit,1.05751
acousticrooms_unseen,Bathrooms_idx_14,S10_R1,cylvit,1.08872
acousticrooms_unseen,Bathrooms_idx_14,S10_R2,cylvit,1.08564
acousticrooms_unseen,Bathrooms_idx_14,S10_R3,cylvit,1.10397
acousticrooms_unseen,Bathrooms_idx_14,S10_R4,cylvit,1.04114
acousticrooms_unseen,Bathrooms_idx_14,S10_R5,cylvit,1.05684
acousticrooms_unseen,Bathrooms_idx_14,S10_R6,cylvit,1.10541
acousticrooms_unseen,Bathrooms_idx_14,S10_R7,cylvit,1.22881
acousticrooms_unseen,Bathrooms_idx_14,S10_R8,cylvit,1.21736
acousticrooms_unseen,Bathrooms_idx_14,S10_R9,cylvit,1.17781
acousticrooms_unseen,Bathrooms_idx_14,S10_R10,cylvit,1.11037
acousticrooms_unseen,Bathrooms_idx_14,S10_R11,cylvit,1.10579
acousticrooms_unseen,Bathrooms_idx_14,S10_R12,cylvit,1.09616
acousticrooms_unseen,Bathrooms_idx_14,S10_R13,cylvit,1.09544
acousticrooms_unseen,Bathrooms_idx_14,S10_R14,cylvit,1.03987
acousticrooms_unseen,Bathrooms_idx_14,S10_R15,cylvit,1.03324
acousticrooms_unseen,Bathrooms_idx_14,S10_R16,cylvit,1.05146
acousticrooms_unseen,Bathrooms_idx_14,S10_R17,cylvit,1.06543
acousticrooms_unseen,Bathrooms_idx_14,S10_R18,cylvit,1.09418
acousticrooms_unseen,Bathrooms_idx_14,S10_R19,cylvit,1.10789
acousticrooms_unseen,Bathrooms_idx_14,S10_R20,cylvit,1.04925
acousticrooms_unseen,Bathrooms_idx_14,S10_R21,cylvit,1.05283
acousticrooms_unseen,Bathrooms_idx_14,S10_R22,cylvit,1.10476
acousticrooms_unseen,Bathrooms_idx_14,S10_R23,cylvit,1.10279
acousticrooms_unseen,Bathrooms_idx_14,S10_R24,cylvit,1.06335
acousticrooms_unseen,Bathrooms_idx_14,S10_R25,cylvit,1.04113
acousticrooms_unseen,Bathrooms_idx_18,S1_R1,cylvit,1.38443
acousticrooms_unseen,Bathrooms_idx_18,S1_R2,cylvit,1.40283
acousticrooms_unseen,Bathrooms_idx_18,S1_R3,cylvit,1.52644
acousticrooms_unseen,Bathrooms_idx_18,S1_R4,cylvit,1.55922
acousticrooms_unseen,Bathrooms_idx_18,S1_R5,cylvit,1.52901
acousticrooms_unseen,Bathrooms_idx_18,S1_R6,cylvit,1.35036
acousticrooms_unseen,Bathrooms_idx_18,S1_R7,cylvit,1.5403
acousticrooms_unseen,Bathrooms_idx_18,S1_R8,cylvit,1.50561
acousticrooms_unseen,Bathrooms_idx_18,S1_R9,cylvit,1.26768
acousticrooms_unseen,Bathrooms_idx_18,S1_R10,cylvit,1.44555
acousticrooms_unseen,Bathrooms_idx_18,S1_R11,cylvit,1.25586
acousticrooms_unseen,Bathrooms_idx_18,S1_R12,cylvit,1.43977
acousticrooms_unseen,Bathrooms_idx_18,S1_R13,cylvit,1.38495
acousticrooms_unseen,Bathrooms_idx_18,S1_R14,cylvit,1.49215
acousticrooms_unseen,Bathrooms_idx_18,S1_R15,cylvit,1.47859
acousticrooms_unseen,Bathrooms_idx_18,S1_R16,cylvit,1.28531
acousticrooms_unseen,Bathrooms_idx_18,S1_R17,cylvit,1.32709
acousticrooms_unseen,Bathrooms_idx_18,S1_R18,cylvit,1.49717
acousticrooms_unseen,Bathrooms_idx_18,S1_R19,cylvit,1.24541
acousticrooms_unseen,Bathrooms_idx_18,S1_R20,cylvit,1.50629
acousticrooms_unseen,Bathrooms_idx_18,S1_R21,cylvit,1.30943
acousticrooms_unseen,Bathrooms_idx_18,S1_R22,cylvit,1.43131
acousticrooms_unseen,Bathrooms_idx_18,S1_R23,cylvit,1.31472
acousticrooms_unseen,Bathrooms_idx_18,S1_R24,cylvit,1.29112
acousticrooms_unseen,Bathrooms_idx_18,S1_R25,cylvit,1.31703
acousticrooms_unseen,Bathrooms_idx_18,S2_R1,cylvit,1.31404
acousticrooms_unseen,Bathrooms_idx_18,S2_R2,cylvit,1.32991
acousticrooms_unseen,Bathrooms_idx_18,S2_R3,cylvit,1.3362
acousticrooms_unseen,Bathrooms_idx_18,S2_R4,cylvit,1.42587
acousticrooms_unseen,Bathrooms_idx_18,S2_R5,cylvit,1.40199
acousticrooms_unseen,Bathrooms_idx_18,S2_R6,cylvit,1.32502
acousticrooms_unseen,Bathrooms_idx_18,S2_R7,cylvit,1.24711
acousticrooms_unseen,Bathrooms_idx_18,S2_R8,cylvit,1.40158
acousticrooms_unseen,Bathrooms_idx_18,S2_R9,cylvit,1.23952
acousticrooms_unseen,Bathrooms_idx_18,S2_R10,cylvit,1.2127
acousticrooms_unseen,Bathrooms_idx_18,S2_R11,cylvit,1.36983
acousticrooms_unseen,Bathrooms_idx_18,S2_R12,cylvit,1.32327
